Super built-up Area,availability,location,size_BHK,society,total_sqft,bath,balcony,price
Built-up Area,Ready to move,Poorna Pragna Layout,2,Pathira,960,2,3,50
Super built-up Area,Ready to move,NGR Layout,2,BSian M,1021,2,2,46
Super built-up Area,Ready to move,Hegde Nagar,3,SoisoCa,2162.03,4,2,129
Super built-up Area,Ready to move,Channasandra,2,Unm 2El,1065,2,1,36
Super built-up Area,Ready to move,Attibele,1,Jae 2hu,400,1,1,10
Super built-up Area,Ready to move,Bannerghatta Road,3,SNity S,1465,2,1,75
Super built-up Area,Ready to move,Kanakpura Road,2,PrarePa,900,2,1,41
Super built-up Area,Ready to move,Marathahalli,3,Vaoodar,1800,3,2,95
Super built-up Area,Ready to move,Amblipura,2,IDldsin,1175,2,2,83
Super built-up Area,Ready to move,Lavelle Road,3,Unknown Society,6729,4,1,900
Plot Area,Ready to move,Vijayanagar,4,Unknown Society,1500,4,1,360
Super built-up Area,Ready to move,Sanjay nagar,2,BSiumly,1050,2,0,59
Built-up Area,Ready to move,Electronic City Phase II,3,Sryalan,1400,2,2,40
Super built-up Area,Ready to move,Indira Nagar,3,Goyalir,1650,3,1,150
Super built-up Area,Ready to move,KR Puram,3,Srystme,1827,3,2,97
Super built-up Area,Ready to move,Thanisandra,3,Soitya,1930,4,2,122
Super built-up Area,Ready to move,Mysore Road,2,PrawnRa,883,2,1,37
Built-up Area,Ready to move,Kengeri,1,Unknown Society,550,1,1,16
Built-up Area,Ready to move,Electronic City,3,Unknown Society,1400,2,1,40
Plot Area,Ready to move,RMV 2nd Stage,4,Unknown Society,1350,4,1,310
Super built-up Area,Ready to move,Kanakapura,3,SPavenc,1290,2,3,38
Built-up Area,Ready to move,Raja Rajeshwari Nagar,3,Unknown Society,1021,3,2,59
Super built-up Area,Ready to move,Whitefield,2,Unknown Society,1158,2,1,55
Plot Area,Ready to move,Varanasi,5,Unknown Society,1200,4,1,99
Super built-up Area,Ready to move,Nagarbhavi,3,Unknown Society,1400,2,2,135
Plot Area,Ready to move,Doddaballapur,4,Vahid O,2400,3,0,200
Super built-up Area,Ready to move,Munnekollal,3,Sadhii,1200,2,1,57
Built-up Area,Ready to move,JP Nagar,3,RaosePr,1520,3,2,125
Super built-up Area,Ready to move,Thanisandra,1,Bhe 2ko,620,1,0,38
Super built-up Area,Ready to move,EPIP Zone,3,BrontLa,2710,3,2,177
Super built-up Area,Ready to move,Kenchenahalli,2,AriosPa,1150,2,2,57
Super built-up Area,Ready to move,Yelahanka,2,Unknown Society,1101,2,2,37
Super built-up Area,Ready to move,Mahalakshmi Layout,3,RSntsja,1200,2,3,110
Super built-up Area,Ready to move,Hebbal,2,Oztarol,1252,2,1,92
Super built-up Area,Ready to move,Marathahalli,3,Vaoodar,1650,3,2,85
Built-up Area,Ready to move,Marathahalli,2,Aantspa,1270,2,2,80
Super built-up Area,Ready to move,Tumkur Road,2,Sahtsva,992,2,1,70
Super built-up Area,Ready to move,BEML Layout,3,Unknown Society,2000,3,2,85
Super built-up Area,Ready to move,Geddalahalli,2,Unknown Society,893,2,2,34
Built-up Area,Ready to move,Bisuvanahalli,3,Prityel,1075,2,1,41
Built-up Area,Ready to move,Kumaraswami Layout,7,Unknown Society,3200,7,0,150
Super built-up Area,Ready to move,Electronic City,2,MAnceun,1190,2,1,42
Built-up Area,Ready to move,Ashwathnagar,3,Unknown Society,800,2,0,60
Super built-up Area,Ready to move,Sarjapur Road,3,Ascid P,1814,3,3,63
Built-up Area,Ready to move,Rahmath Nagar,3,Malah A,1400,3,2,98
Plot Area,Ready to move,Bommasandra,5,Unknown Society,1400,6,3,252
Super built-up Area,Ready to move,Murugeshpalya,3,Vauna F,1344,2,0,56
Plot Area,Ready to move,Whitefield,4,Prrry M,5400,5,3,475
Super built-up Area,Ready to move,Kanakpura Road,3,PuandHi,1843,3,2,95
Super built-up Area,Ready to move,Chikkadunnasandra,2,SoasaSa,1138,2,1,32
Built-up Area,Ready to move,Nagappa Reddy Layout,3,Ablmsol,1495,2,2,70
Super built-up Area,Ready to move,Electronic City,2,Itelaa,880,2,1,19
Super built-up Area,Ready to move,Whitefield,3,Alsta F,1396,3,1,74
Built-up Area,Ready to move,Garudachar Palya,3,BrlisMe,1610,2,3,119
Super built-up Area,Ready to move,Tindlu,2,Unknown Society,1050,2,2,55
Built-up Area,Ready to move,Kumbena Agrahara,3,Shont F,1410,2,2,43
Super built-up Area,Ready to move,Ramamurthy Nagar,2,Unknown Society,1050,2,2,37
Built-up Area,Ready to move,Kumaraswami Layout,3,Unknown Society,1310,2,1,85
Super built-up Area,Ready to move,Yelahanka,2,Rarthne,1104,2,2,58
Super built-up Area,Ready to move,Hennur Road,2,Orens G,1165,2,1,67
Super built-up Area,Ready to move,Kudlu,2,Unknown Society,1027,2,2,44
Super built-up Area,Ready to move,Hormavu,2,Savar S,1310,2,3,60
Built-up Area,Ready to move,Chikkanahalli,2,Unknown Society,1052,2,2,52
Super built-up Area,Ready to move,Singasandra,3,Unknown Society,1464,3,2,56
Super built-up Area,Ready to move,1st Block Koramangala,2,Unknown Society,1000,2,2,45
Super built-up Area,Ready to move,Jayanagar,3,PrianM,2240,3,2,300
Super built-up Area,Ready to move,Electronic City,2,DSgmax,1150,2,1,38
Super built-up Area,Ready to move,Thanisandra,3,DSity S,2019,3,1,70
Super built-up Area,Ready to move,Varthur,2,Hirio L,986,2,1,31
Plot Area,Ready to move,Banashankari Stage III,1,Unknown Society,1350,1,1,145
Built-up Area,Ready to move,9th Phase JP Nagar,8,Unknown Society,800,8,1,140
Super built-up Area,Ready to move,Akshaya Nagar,3,Unknown Society,1893,4,2,95
Super built-up Area,Ready to move,Gollarapalya Hosahalli,3,Mauner,1318,3,2,56
Built-up Area,Ready to move,Yelahanka,3,DSeak S,1325,2,2,58
Built-up Area,Ready to move,Kereguddadahalli,2,N iewak,800,2,1,33
Super built-up Area,Ready to move,Canara Bank Colony,3,Unknown Society,1300,3,2,42
Built-up Area,Ready to move,Dodda Banaswadi,3,Unknown Society,1300,2,2,60
Super built-up Area,Ready to move,Jalahalli East,2,ShshaSa,1010,2,1,52
Super built-up Area,Ready to move,Banashankari,2,Goeesem,1260,2,3,75
Built-up Area,Ready to move,Ulsoor,4,Unknown Society,2500,4,0,170
Plot Area,Ready to move,Halanayakanahalli,3,Asncy P,1520,3,1,165
Super built-up Area,Ready to move,Bellandur,3,GoncyRe,1665,3,1,85
Super built-up Area,Ready to move,Subramanyapura,3,Chllsev,1800,3,1,80
Super built-up Area,Ready to move,Harlur,2,Prncyrn,1197,2,1,75
Super built-up Area,Ready to move,Manayata Tech Park,2,Unknown Society,1050,2,2,45
Plot Area,Ready to move,Manjunath Nagar,5,Unknown Society,910,4,2,194
Super built-up Area,Ready to move,Thanisandra,3,Pronyt,1241,2,1,68
Super built-up Area,Ready to move,Maithri Layout,3,ItAnuna,1567,2,3,62
Super built-up Area,Ready to move,Kasavanhalli,3,Salisal,1747,3,1,110
Super built-up Area,Ready to move,Ramagondanahalli,3,ViistLa,1475,2,2,55
Plot Area,Ready to move,Park View Layout,4,Unknown Society,600,4,1,70
Plot Area,Ready to move,Xavier Layout,3,Unknown Society,1524,4,2,400
Super built-up Area,Ready to move,Hennur Road,2,Koagati,980,2,1,51
Super built-up Area,Ready to move,Dasanapura,2,Tavenew,966,2,1,58
Super built-up Area,Ready to move,Ferrar Nagar,4,Leton A,2360,3,2,185
Super built-up Area,Ready to move,Sarjapur Road,2,AsastDe,1112,2,1,62
Super built-up Area,Ready to move,Electronic City,2,Itelaa,550,1,1,16
Built-up Area,Ready to move,Surabhi Layout,3,VDdonel,1760,3,3,90
Super built-up Area,Ready to move,Hennur,3,Bront A,1830,2,3,113
Super built-up Area,Ready to move,Yelahanka,2,Masser,1175,2,1,67
Super built-up Area,Ready to move,Whitefield,2,SSthamh,1175,2,1,41
Super built-up Area,Ready to move,Horamavu Banaswadi,2,Unknown Society,1025,2,2,45
Super built-up Area,Ready to move,Hennur Road,2,Puachal,1232,2,1,80
Built-up Area,Ready to move,5th Phase JP Nagar,2,Rewelav,1010,2,2,57
Super built-up Area,Ready to move,Sarjapur Road,2,VHinoel,1273,2,2,60
Super built-up Area,Ready to move,Battarahalli,2,PaontWa,1590,2,2,102
Super built-up Area,Ready to move,Air View Colony,2,Myitece,1100,2,1,58
Super built-up Area,Ready to move,Electronic City Phase II,3,Brods W,1252,2,1,65
Super built-up Area,Ready to move,1st Phase JP Nagar,4,Prhtsok,2615,5,3,222
Plot Area,Ready to move,Arishinakunte,5,Unknown Society,1200,6,1,140
Super built-up Area,Ready to move,Yelahanka,2,Unknown Society,1322,2,1,77
Plot Area,Ready to move,7th Phase JP Nagar,1,Unknown Society,1000,1,1,60
Super built-up Area,Ready to move,Harlur,3,Prncyrn,1755,3,2,117
Super built-up Area,Ready to move,Electronic City Phase II,2,Rie 2ri,1135,2,2,46
Plot Area,Ready to move,Rajaji Nagar,8,Unknown Society,1200,10,2,180
Plot Area,Ready to move,Electronic City,4,Unknown Society,1200,4,1,125
Super built-up Area,Ready to move,Nagavarapalya,2,Unknown Society,1260,2,2,85
Plot Area,Ready to move,Hoodi,5,Unknown Society,3250,5,2,395
Plot Area,Ready to move,Ambedkar Nagar,4,Thessrm,3500,4,2,550
Plot Area,Ready to move,Manjunath Nagar,5,Unknown Society,1200,6,2,110
Super built-up Area,Ready to move,Kanakpura Road,3,PrarePa,1100,2,1,53
Super built-up Area,Ready to move,Electronic City Phase II,3,Unknown Society,1305,3,1,65
Built-up Area,Ready to move,Ayappa Nagar,2,Saionl,1236,2,1,50
Built-up Area,Ready to move,Uttarahalli,2,Unknown Society,1125,1,2,45
Built-up Area,Ready to move,KR Puram,2,SancyRe,1075,2,2,32
Super built-up Area,Ready to move,BEML Layout,3,Unknown Society,2000,3,2,85
Plot Area,Ready to move,Kadugondanahalli,8,Unknown Society,772,5,1,60
Built-up Area,Ready to move,Thanisandra,6,Unknown Society,2999.97,6,0,110
Super built-up Area,Ready to move,Kadugodi,2,MSingco,1150,2,2,42
Plot Area,Ready to move,9th Block Jayanagar,4,Unknown Society,1440,4,1,240
Super built-up Area,Ready to move,Hennur Road,2,GSideS,1085,2,1,43
Built-up Area,Ready to move,Hebbal Kempapura,3,Goateds,1785,3,0,165
Super built-up Area,Ready to move,Malleshwaram,3,Sariaat,2475,4,3,300
Super built-up Area,Ready to move,Thanisandra,3,Soitya,1930,4,2,120
Super built-up Area,Ready to move,4th Phase JP Nagar,2,Unknown Society,600,4,1,70
Plot Area,Ready to move,Kadugondanahalli,2,Unknown Society,800,1,0,45
Built-up Area,Ready to move,Kumaraswami Layout,4,Unknown Society,2450,3,2,110
Plot Area,Ready to move,akshaya nagar t c palya,4,Unknown Society,1200,4,0,120
Super built-up Area,Ready to move,Bannerghatta Road,3,SNity S,1920,3,3,122
Super built-up Area,Ready to move,Kothannur,2,Unknown Society,1085,2,2,34
Super built-up Area,Ready to move,Thanisandra,1,Bhmesy,760,1,2,50
Built-up Area,Ready to move,Sahakara Nagar,2,Kencyes,1201,2,3,80
Super built-up Area,Ready to move,Electronic City,3,Prarkun,1615,3,2,97
Super built-up Area,Ready to move,HSR Layout,2,AaineSi,1289,2,1,70
Super built-up Area,Ready to move,Budigere,3,PrityTr,1991,4,2,100
Super built-up Area,Ready to move,Kasavanhalli,2,HMonymp,1377,2,2,80
Super built-up Area,Ready to move,Cunningham Road,3,LeDuvMy,2880,3,2,560
Plot Area,Ready to move,Laxmi Sagar Layout,3,Pudgear,1892,3,2,200
Built-up Area,Ready to move,Shivaji Nagar,3,HMqueu,2176,3,3,348
Super built-up Area,Ready to move,Thanisandra,1,Bhe 2ko,663,1,0,32
Built-up Area,Ready to move,Electronic City,2,Unknown Society,1165,2,1,33
Super built-up Area,Ready to move,Talaghattapura,3,Toreeic,3554,4,1,340
Super built-up Area,Ready to move,Thanisandra,2,MenueNo,1260,2,1,45
Built-up Area,Ready to move,Volagerekallahalli,2,PSterAs,1095,2,1,39
Super built-up Area,Ready to move,KR Garden,2,Unknown Society,1050,2,2,65
Super built-up Area,Ready to move,Seegehalli,2,Sriferi,1176,2,2,50
Super built-up Area,Ready to move,Thanisandra,3,Soitya,1801,3,2,115
Super built-up Area,Ready to move,Whitefield,2,Unknown Society,1315,2,3,55
Super built-up Area,Ready to move,Parappana Agrahara,2,Peide L,1194,2,2,46
Plot Area,Ready to move,NRI Layout,2,Unknown Society,2400,2,1,125
Super built-up Area,Ready to move,Uttarahalli,3,JPismPr,1308,2,3,53
Plot Area,Ready to move,Sarjapur Road,4,AdlasRe,4250,4,2,610
Super built-up Area,Ready to move,Thanisandra,3,Soitya,1806,6,2,116
Built-up Area,Ready to move,Thanisandra,4,Unknown Society,3671,4,1,220
Super built-up Area,Ready to move,Hoodi,3,EsaceLe,2144,3,2,140
Built-up Area,Ready to move,Hoskote,2,Corus C,1065,2,3,33
Super built-up Area,Ready to move,Balagere,2,Soresea,1205,2,1,67
Super built-up Area,Ready to move,Uttarahalli,2,SLnssPr,1160,2,2,40
Plot Area,Ready to move,Kanaka Nagar,4,Unknown Society,750,4,2,90
Super built-up Area,Ready to move,Parappana Agrahara,2,Peide L,1194,2,2,47
Plot Area,Ready to move,mvj engineering college,3,Unknown Society,1200,3,1,56
Super built-up Area,Ready to move,2nd Phase Judicial Layout,3,Unknown Society,1681,3,3,69
Built-up Area,Ready to move,Bommasandra Industrial Area,2,Unknown Society,1130,2,1,32
Super built-up Area,Ready to move,Iblur Village,4,Emine P,3633,5,1,335
Built-up Area,Ready to move,Kanakpura Road,3,PuandHi,1843,3,2,90
Built-up Area,Ready to move,Bommasandra Industrial Area,2,Unknown Society,1065,2,1,30
Super built-up Area,Ready to move,Thubarahalli,3,SaodsGr,1885,3,2,85
Super built-up Area,Ready to move,R.T. Nagar,2,Unknown Society,1500,2,2,45
Super built-up Area,Ready to move,Panathur,2,Unknown Society,1210,2,2,69
Super built-up Area,Ready to move,TC Palaya,2,BSersTo,1126,2,1,39
Super built-up Area,Ready to move,Rayasandra,3,MJeusyl,1357,2,2,59
Super built-up Area,Ready to move,Whitefield,3,SMuilan,1451,2,2,46
Plot Area,Ready to move,Kodigehaali,4,Unknown Society,1600,3,3,185
Super built-up Area,Ready to move,Hennur Road,2,Mileeou,950,2,1,55
Built-up Area,Ready to move,Bellandur,2,Srure S,960,2,2,48
Super built-up Area,Ready to move,2nd Block Bel Layout,3,Unknown Society,1625,3,3,92
Plot Area,Ready to move,Kaggalipura,3,AxvamTa,2200,4,1,150
Super built-up Area,Ready to move,Ambalipura,3,Dimes E,1607,2,2,112
Super built-up Area,Ready to move,Kanakpura Road,2,PrarePa,900,2,1,46
Built-up Area,Ready to move,Shree Ananth Nagar Layout,2,ViortCo,1080,2,2,38
Super built-up Area,Ready to move,Cooke Town,3,Unknown Society,2300,3,1,250
Super built-up Area,Ready to move,Hosa Road,4,Pamesy,1708,3,0,64
Built-up Area,Ready to move,Yeshwanthpur,6,Unknown Society,2500,5,2,185
Super built-up Area,Ready to move,Bellandur,3,Krala D,1690,2,2,116
Built-up Area,Ready to move,RR Layout,5,Unknown Society,2100,3,0,145
Super built-up Area,Ready to move,4th Block Koramangala,2,Unknown Society,1269,2,2,97
Super built-up Area,Ready to move,Haralur Road,2,RInceeg,1243,2,2,46
Built-up Area,Ready to move,Haralur Road,3,Unknown Society,1890,3,2,84
Built-up Area,Ready to move,Electronic City Phase II,2,Sryalan,1165,2,1,33
Super built-up Area,Ready to move,BTM Layout,2,Unknown Society,1196,2,2,56
Super built-up Area,Ready to move,Parappana Agrahara,2,Peide L,1194,2,2,47
Super built-up Area,Ready to move,Old Madras Road,3,Brglede,1630,3,2,110
Super built-up Area,Ready to move,Whitefield,2,ARipsul,1063,2,1,42
Super built-up Area,Ready to move,Shikaripalya,2,ALtonea,1025,2,1,39
Super built-up Area,Ready to move,Chikkabanavar,2,Unknown Society,1067,2,1,38
Super built-up Area,Ready to move,Kanakpura Road,2,Soazak,1299,2,1,89
Super built-up Area,Ready to move,Panathur,2,Diarknt,1343,2,1,76
Super built-up Area,Ready to move,Electronics City Phase 1,3,Unknown Society,1330,2,2,44
Super built-up Area,Ready to move,Mallasandra,3,ShnyeSy,1524,2,3,72
Super built-up Area,Ready to move,Lingadheeranahalli,4,Soiewre,2236,4,2,153
Super built-up Area,Ready to move,Domlur,3,IBictnd,2955,3,1,235
Super built-up Area,Ready to move,Raja Rajashweri Nagar,3,Unknown Society,1410,2,2,45
Super built-up Area,Ready to move,Kothanur,3,Unknown Society,1581,3,3,76
Super built-up Area,Ready to move,Balagere,2,Soresea,1205,2,1,79
Super built-up Area,Ready to move,Thyagaraja Nagar,3,Unknown Society,1270,2,2,95
Super built-up Area,Ready to move,VHBCS Layout,3,Unknown Society,1353,2,2,110
Plot Area,Ready to move,Jinkethimmanahalli,2,Unknown Society,1200,2,1,68
Super built-up Area,Ready to move,basaveshwarnagar,3,Unknown Society,1250,2,1,70
Super built-up Area,Ready to move,Gopalapura,3,Sothadr,1950.2,3,2,261
Super built-up Area,Ready to move,Sarjapur Road,3,AsastDe,1157,2,1,69
Super built-up Area,Ready to move,Kanakapura,1,GoityEt,712,1,0,35
Built-up Area,Ready to move,Sarjapur Road,2,Usquaya,1000,2,2,40
Built-up Area,Ready to move,Yelahanka,1,Prensya,602,1,1,33
Built-up Area,Ready to move,Malleshwaram,5,Unknown Society,3000,4,0,900
Super built-up Area,Ready to move,Hoodi,2,GoAirej,1108,2,0,66
Super built-up Area,Ready to move,Thyagaraja Nagar,2,Unknown Society,1040,2,1,68
Super built-up Area,Ready to move,Sarjapur,2,Unknown Society,1451,2,1,87
Super built-up Area,Ready to move,Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,40
Super built-up Area,Ready to move,Kanakpura Road,1,Maionus,850,1,1,37
Super built-up Area,Ready to move,Gopalapura,3,Sothadr,2171.66,3,2,298
Super built-up Area,Ready to move,Kanaka Nagar,2,SoersTo,900,2,1,40
Super built-up Area,Ready to move,Kudlu,1,GKityel,720,1,1,33
Super built-up Area,Ready to move,Thanisandra,3,Bhmesy,1573,3,2,115
Super built-up Area,Ready to move,Sarjapur Road,2,Ahriaup,1026,2,1,60
Super built-up Area,Ready to move,CV Raman Nagar,3,Unknown Society,1400,2,2,78
Built-up Area,Ready to move,Electronic City Phase II,3,Sryalan,1400,2,2,40
Built-up Area,Ready to move,Banashankari Stage III,4,Unknown Society,2100,3,1,147
Super built-up Area,Ready to move,Sarjapur Road,2,Shthi S,1150,2,1,48
Super built-up Area,Ready to move,Raja Rajeshwari Nagar,3,Unknown Society,1500,3,2,88
Super built-up Area,Ready to move,Malleshwaram,3,Seardac,2400,3,2,380
Plot Area,Ready to move,HRBR Layout,3,Unknown Society,1200,3,2,240
Super built-up Area,Ready to move,Kothanur,3,Somumys,1790,3,2,105
Super built-up Area,Ready to move,Ramagondanahalli,2,SVovelm,1125,2,2,75
Super built-up Area,Ready to move,Hennur,3,Exitym,1783,3,0,84
Super built-up Area,Ready to move,Marathahalli,2,Spsic C,1100,2,1,50
Built-up Area,Ready to move,7th Phase JP Nagar,2,Unknown Society,120Sq. Yards,2,1,51
Built-up Area,Ready to move,Banaswadi,2,Shidei,1105,2,2,57
Super built-up Area,Ready to move,Thanisandra,2,Juaxyan,1110,2,2,46
Super built-up Area,Ready to move,Dasanapura,1,Tavenew,708,1,1,41
Super built-up Area,Ready to move,Kudlu,2,Unknown Society,1027,2,2,44
Super built-up Area,Ready to move,Thigalarapalya,4,Prtanha,3122,6,2,250
Super built-up Area,Ready to move,Sarjapur Road,2,Mailsaf,1205,2,2,37
Su per built-up Area,Ready to move,5th Phase JP Nagar,3,NDncysi,1450,2,2,73
Plot Area,Ready to move,Thyagaraja Nagar,4,Unknown Society,750,4,2,125
Plot Area,Ready to move,Annaiah Reddy Layout,1,Unknown Society,540,1,0,22
Built-up Area,Ready to move,Dasarahalli,2,Prndsde,1200,2,2,42
Plot Area,Ready to move,Nagarbhavi,5,Unknown Society,1200,5,1,260
Super built-up Area,Ready to move,Kalena Agrahara,3,Mykyayi,1837,2,2,95
Super built-up Area,Ready to move,Whitefield,2,Prtates,1346,2,1,76
Built-up Area,Ready to move,Balagere,2,Soresea,1012,2,1,68
Super built-up Area,Ready to move,Gopalapura,3,Sothadr,1950.2,3,2,193
Super built-up Area,Ready to move,Atmananda Colony,2,Unknown Society,1125,2,2,55
Super built-up Area,Ready to move,Kaggadasapura,3,SraruSr,1500,2,2,60
Super built-up Area,Ready to move,Harlur,2,Prncyrn,1197,2,1,79
Super built-up Area,Ready to move,Chandapura,3,SunceEs,1230,2,2,31
Super built-up Area,Ready to move,BTM 2nd Stage,2,Unknown Society,1100,2,2,47
Super built-up Area,Ready to move,Channasandra Layout,3,Aconyit,1563,2,2,52
Plot Area,Ready to move,4th Block Jayanagar,7,Unknown Society,2240,4,1,700
Super built-up Area,Ready to move,Hebbal Kempapura,4,GonumPl,3729,4,2,384
Plot Area,Ready to move,Sarjapur Road,3,Krs A C,1600,3,1,120
Super built-up Area,Ready to move,Green Glen Layout,3,SoosePr,1715,3,3,120
Built-up Area,Ready to move,Bannerghatta Road,4,Unknown Society,2400,4,1,180
Super built-up Area,Ready to move,Ramagondanahalli,2,ViistLa,1151,2,2,42
Plot Area,Ready to move,Banaswadi,6,Unknown Society,1200,6,2,220
Built-up Area,Ready to move,Uttarahalli,2,Unknown Society,1123,2,2,60
Super built-up Area,Ready to move,Whitefield,2,Unknown Society,1276,2,1,69
Super built-up Area,Ready to move,Yelahanka,2,Velas V,1315,2,3,77
Super built-up Area,Ready to move,Poorna Pragna Layout,3,Unknown Society,1270,2,2,50
Super built-up Area,Ready to move,R.T. Nagar,2,Unknown Society,1325,2,2,52
Super built-up Area,Ready to move,Varthur,3,Muistry,1600,3,2,63
Super built-up Area,Ready to move,Jakkur,3,BrdgeNo,1660,3,2,104
